Kms_Driven,Present_Price,Fuel_Type,Seller_Type,Transmission,Age,Selling_Price
92279,13.56502253872858,Petrol,Individual,Automatic,10,7.654680994280895
67104,12.84755246389091,Diesel,Dealer,Automatic,7,7.386879532957194
42314,15.383859049229796,Petrol,Individual,Automatic,7,10.40847404385763
73620,15.429212445967924,Diesel,Dealer,Automatic,9,10.948161908995562
42258,14.58144165473468,Petrol,Individual,Manual,5,11.403957070174831
51322,13.797275779288396,CNG,Individual,Manual,5,7.371449450725818
53822,13.323557138826615,Petrol,Dealer,Manual,7,8.48936529287722
74822,17.926997533251846,Petrol,Dealer,Automatic,12,8.96105728786867
70821,14.754607167690429,CNG,Dealer,Automatic,11,8.717739355987087
116454,17.472527233697154,CNG,Dealer,Automatic,6,12.498712349176063
100203,18.15750074014112,Diesel,Individual,Automatic,7,12.906832223743397
75019,17.371533768978047,Petrol,Dealer,Manual,10,8.845193451684013
95821,11.926416037351894,Petrol,Dealer,Manual,11,7.072924684402598
98822,17.542714954085426,CNG,Individual,Automatic,10,9.467908706213478
90953,15.086749045165837,Petrol,Dealer,Manual,10,10.211454456440205
83820,18.226047374990458,Petrol,Dealer,Manual,9,12.758427336699246
51723,24.209700710558224,Petrol,Individual,Automatic,7,16.857629883017538
91822,15.657014874238612,Petrol,Dealer,Manual,9,8.57466424446471
53964,17.438925582940847,Petrol,Dealer,Automatic,5,14.594195383725566
62530,13.496565903504848,Petrol,Dealer,Manual,10,5.555244511591129
71143,17.057276317989572,CNG,Dealer,Manual,11,8.48531931856644
74688,14.535197237492005,CNG,Dealer,Automatic,7,10.108125112588628
72822,14.775840445545324,Petrol,Individual,Automatic,9,9.811986128453306
87822,18.654172555385003,CNG,Individual,Automatic,11,11.80687852369098
109821,18.55425117075612,Petrol,Dealer,Automatic,10,9.646939491556394
73821,15.897690814609302,Petrol,Dealer,Automatic,10,9.125223431490078
74822,17.586342998933812,CNG,Dealer,Manual,6,10.8530236950359
55823,15.78249888905792,Diesel,Dealer,Automatic,7,11.364356559829554
86822,17.796465203782887,CNG,Dealer,Manual,9,13.834634486900915
93064,19.31835674357255,Petrol,Dealer,Manual,9,8.97669081852895
74874,14.569223716519971,Petrol,Dealer,Manual,8,9.290852908726546
68043,22.30329673751157,Petrol,Individual,Manual,6,13.49185691276332
44421,14.63984135407711,Diesel,Individual,Manual,7,9.26021952376012
57822,14.697152376544569,Petrol,Dealer,Manual,4,9.828087568470616
57650,18.353880206160003,Diesel,Individual,Automatic,7,9.224548333421486
108162,19.5680281365815,Petrol,Individual,Automatic,12,8.841883234808776
108384,20.508697660946773,Petrol,Dealer,Manual,14,10.09916567072018
55321,16.869740279468008,Petrol,Dealer,Manual,8,10.79618067691921
60602,21.72245324351792,Diesel,Dealer,Automatic,8,14.051558897534449
78948,21.011607469843703,Petrol,Individual,Automatic,9,11.595696076252048
101822,22.570276322548644,Diesel,Dealer,Automatic,8,12.947713233935186
48620,14.887211267063588,Diesel,Dealer,Manual,10,10.422039355506817
82823,16.071990401483585,CNG,Dealer,Automatic,7,11.047855379745624
72821,23.6128641625562,Diesel,Dealer,Automatic,8,14.62281898587776
57820,14.451578797106286,Petrol,Dealer,Manual,8,9.8882007648326
70250,15.52100670832628,Diesel,Dealer,Automatic,9,9.956907890594708
71839,14.67965246672861,Petrol,Dealer,Manual,11,9.51104422260222
98897,24.52503102853352,Diesel,Individual,Automatic,7,13.939172887698582
98822,13.923993984894466,Petrol,Dealer,Manual,7,9.32981703890373
47823,20.388115148330098,Diesel,Dealer,Manual,4,15.053721780898575
44285,13.85872424959373,Diesel,Dealer,Automatic,7,11.883671104892343
65822,14.633175529896084,Petrol,Dealer,Automatic,7,8.462480321438184
81821,17.490533516092896,Diesel,Dealer,Manual,9,9.328931292681592
45723,17.263709252930415,Diesel,Dealer,Manual,5,12.629482912659942
57617,16.93054899840267,Petrol,Individual,Automatic,8,13.05777778732799
64820,16.098052020199457,Diesel,Dealer,Manual,7,9.941674540139209
116250,16.356972438264783,Petrol,Dealer,Manual,14,8.113667626316872
81823,18.535634047406823,CNG,Dealer,Manual,5,12.100937377009092
80264,15.097224615093795,Petrol,Dealer,Automatic,12,6.101303138274544
88822,16.746143577228153,Petrol,Dealer,Automatic,11,9.330488178725638
55023,14.741590199257466,Petrol,Individual,Manual,5,10.4668678580883
83822,18.66986194304548,CNG,Dealer,Automatic,7,12.582594903166552
93021,13.62761394812171,Petrol,Dealer,Automatic,11,7.636258792736386
83819,15.389200612608992,Petrol,Dealer,Manual,10,11.52314847896726
100821,16.702156017541327,Petrol,Dealer,Manual,18,5.747061855011729
85529,13.271848914737316,Petrol,Dealer,Manual,9,8.048328189508005
84602,16.123533280414705,Petrol,Dealer,Automatic,8,10.12964521539353
64691,18.0551595949156,Petrol,Dealer,Automatic,8,10.602211684903146
143528,40.4890366615608,CNG,Dealer,Manual,9,20.05497282895749
78822,40.33653994599848,Diesel,Dealer,Manual,7,27.109481588340003
53823,28.946660109718287,Diesel,Dealer,Automatic,6,23.35367342306596
79355,16.460332391444155,Petrol,Dealer,Manual,7,8.58689330142507
88820,29.33383033914404,Petrol,Individual,Automatic,13,9.24672331094564
79821,45.56716380719786,CNG,Dealer,Automatic,9,24.50292900993104
79411,15.101371148233971,Diesel,Dealer,Automatic,7,10.66977045666317
116824,43.146460722290186,Diesel,Individual,Manual,8,22.822662160516963
85821,45.61321536209642,Diesel,Dealer,Automatic,8,26.43974800543501
44821,45.99962544438628,Diesel,Dealer,Automatic,5,39.236050815664285
97821,30.38151457318893,CNG,Dealer,Manual,11,13.792699367577203
109822,15.202295563560934,Diesel,Dealer,Manual,8,7.900612375698921
83823,22.220700900404385,CNG,Dealer,Manual,12,8.558979467813735
94823,27.645925717720992,Petrol,Individual,Automatic,10,12.012919460077638
110821,23.825910605355656,Petrol,Dealer,Manual,11,9.593536222053148
127822,39.01177622020717,Diesel,Dealer,Automatic,11,20.09125926111269
61821,22.99370379165717,CNG,Individual,Manual,7,20.74549071734631
78822,17.075677218933592,Petrol,Dealer,Automatic,8,9.900339168233842
53823,34.71388009902996,Petrol,Dealer,Manual,5,28.461909824539937
76822,22.754854610084102,Diesel,Dealer,Manual,8,18.30095475646758
235997,22.39555154917544,Petrol,Individual,Automatic,16,8.368916369573778
180820,32.94668042962086,Diesel,Dealer,Automatic,18,7.914415910020837
78822,15.555686653879974,Petrol,Dealer,Manual,7,10.341895236291524
113822,22.198926612325188,Petrol,Individual,Manual,16,7.711135924513057
127824,31.39935644257787,CNG,Dealer,Automatic,15,9.01498987418726
67820,32.80713778694303,Petrol,Dealer,Automatic,6,27.1796386884187
83821,29.36260041649893,Diesel,Dealer,Manual,9,12.596078450835272
88846,28.266755644069487,Diesel,Dealer,Manual,13,15.418471403933845
40022,10.516849022416844,Diesel,Dealer,Manual,7,7.351101691312168
60521,10.222568244769976,Diesel,Individual,Automatic,7,5.41537704783447
45823,10.827674587631211,Petrol,Individual,Automatic,9,6.800290695201721
52822,10.961020068304547,Petrol,Dealer,Automatic,9,6.538800027646872
44524,11.30980347840922,CNG,Individual,Automatic,6,5.566941603602418
45722,9.777490928436922,Diesel,Dealer,Manual,10,6.002983647305836
44822,10.815285013743052,Diesel,Individual,Manual,9,6.338393969280554
85322,10.439059769099336,Petrol,Individual,Automatic,11,5.77250235385552
40123,8.860898611008308,CNG,Individual,Automatic,4,6.456382879777693
45823,10.845876455026431,Diesel,Dealer,Automatic,5,4.92696788490304
43821,9.145125038793566,CNG,Dealer,Automatic,6,5.5237598830163055
49823,7.719876144283467,Diesel,Dealer,Automatic,5,4.979691942478648
56822,9.542127488116751,Diesel,Individual,Manual,7,5.60031227231961
43823,8.99487368562866,Petrol,Dealer,Manual,8,6.372223912907252
53822,9.989695046617758,Diesel,Individual,Automatic,7,7.667903118067553
58820,11.231072213190211,Petrol,Individual,Manual,5,5.891462295729943
96821,10.799457233774554,Diesel,Individual,Automatic,9,5.355034474500348
83823,9.1699749972927,Petrol,Individual,Automatic,13,5.007317340166622
44821,10.9122422530823,Petrol,Individual,Automatic,13,5.34216694009314
42820,9.36321509150749,Petrol,Dealer,Automatic,5,4.714400679561917
62821,8.642459902067698,Diesel,Individual,Automatic,11,5.779086581359883
53320,9.85773427252087,CNG,Individual,Automatic,10,4.3136795342429615
65821,9.585270243874035,Petrol,Individual,Automatic,13,6.128083183702629
52824,9.319007066483731,Petrol,Dealer,Automatic,5,4.6329410254016405
39821,8.58374435880037,Petrol,Dealer,Manual,6,6.031828151841577
45521,7.334033361455947,Diesel,Dealer,Automatic,9,5.548564108683975
40122,9.086181876548752,Diesel,Dealer,Automatic,5,5.459263850868623
77423,8.84031386078838,Petrol,Dealer,Automatic,7,6.081614538462684
113822,9.314754666410764,Petrol,Dealer,Automatic,12,6.205792634123642
68820,9.882044830584826,Diesel,Dealer,Manual,12,4.556271509567857
251820,10.565829650972235,Petrol,Individual,Manual,12,7.511114642463634
98820,7.878312766786069,Petrol,Dealer,Manual,11,4.3424796748601855
68824,9.76357128482612,Diesel,Individual,Manual,9,4.934300799226
59821,10.204142801796197,Petrol,Individual,Manual,9,5.550279818447663
64824,9.100984780478106,CNG,Individual,Automatic,14,5.601728531317158
40722,10.029817652374057,CNG,Dealer,Automatic,14,5.629178300197345
62822,8.908939167032878,Petrol,Individual,Manual,10,5.390234826533788
538822,10.129494784287097,Petrol,Dealer,Automatic,15,6.352356964270652
71823,8.092710094942298,Petrol,Individual,Manual,11,6.7711406783345325
73822,8.48427548309533,Petrol,Individual,Automatic,13,6.435312928985308
91823,9.592318300637118,Petrol,Individual,Manual,14,4.407177095354694
131054,10.592078941837936,CNG,Individual,Manual,16,6.004297286145732
96822,15.69628364535534,Petrol,Dealer,Manual,12,8.921723131296714
92283,12.321987959286387,Petrol,Dealer,Automatic,12,7.726350777891067
42314,13.628095220592016,Diesel,Dealer,Manual,6,9.70048863018284
51302,17.224754218665634,Diesel,Dealer,Manual,6,8.375955812479072
59948,13.802337415393492,CNG,Dealer,Manual,7,10.505893336632102
74597,12.4661210541213,Diesel,Dealer,Automatic,10,7.523086708206703
82358,22.319667182828645,Diesel,Dealer,Automatic,7,16.991183422490693
58936,15.527751759135498,Petrol,Individual,Manual,8,10.036308940856063
53822,15.542994527187386,Petrol,Dealer,Manual,6,7.826802127866122
74822,18.10112200217583,Petrol,Dealer,Automatic,10,10.23999995705954
77310,12.637763225183903,Diesel,Dealer,Automatic,6,6.776293090970658
70822,15.97770117043932,Petrol,Individual,Automatic,9,8.85345551726014
100202,17.93676495783034,Diesel,Individual,Manual,7,13.627978682644496
75019,18.331180720647467,Diesel,Individual,Manual,9,10.07427305812632
61340,14.283448411046676,Diesel,Dealer,Manual,13,7.46317039146807
63501,15.636381076957733,Diesel,Individual,Automatic,5,9.452186685440315
91820,15.119803776521527,Diesel,Dealer,Automatic,9,8.749554991172772
50669,12.925355425794349,Petrol,Dealer,Automatic,5,8.051024086826976
106823,21.88986355289842,Petrol,Dealer,Manual,8,16.283028305749948
99062,18.110620470669723,Diesel,Dealer,Automatic,9,9.601257592847668
62531,13.268316739574606,Diesel,Individual,Automatic,11,7.449604022387932
71145,17.45114903719451,Diesel,Individual,Automatic,9,8.134607190387046
74687,16.252795181467906,Diesel,Dealer,Manual,6,9.18492163631922
45822,14.861348913491042,Diesel,Individual,Manual,8,13.360139382506418
109821,18.787826025246964,CNG,Dealer,Manual,9,10.250787439599408
68821,12.222147345972422,Petrol,Individual,Manual,9,9.29691258075732
74755,21.91055455509175,Diesel,Individual,Automatic,9,18.17679832061498
95522,17.850678638964496,Petrol,Dealer,Manual,10,10.956664760772554
70248,15.882555440267922,Petrol,Dealer,Automatic,7,10.91098250526439
93064,19.72561592925021,Diesel,Dealer,Manual,10,11.011679087582229
88385,23.750063327852704,CNG,Individual,Manual,6,15.476929911725614
74876,15.648167326127677,Diesel,Dealer,Automatic,8,7.89674181845756
68042,22.437265684124814,Petrol,Dealer,Manual,7,13.814382176169817
44422,13.93588185583292,Petrol,Dealer,Manual,6,9.43197689367252
78847,14.62067450806109,Diesel,Dealer,Manual,7,10.714720664245108
78847,15.31686584814527,Diesel,Dealer,Automatic,7,11.078635906018702
60021,16.826067938448062,Petrol,Individual,Manual,7,10.648225450891216
58255,18.528005817444978,CNG,Dealer,Manual,6,12.359530885788311
108384,18.291358778869927,Petrol,Dealer,Manual,14,9.326043142657737
66421,17.765915338835633,Diesel,Dealer,Manual,7,10.976980963461196
69575,21.07433870156675,Petrol,Individual,Automatic,6,13.76330427297646
78947,24.729242469051464,Petrol,Dealer,Automatic,10,12.476023738185084
89278,17.146232922695084,Diesel,Dealer,Automatic,15,6.673497917068541
101821,21.465303213159675,CNG,Individual,Manual,7,13.773843937198643
67391,17.66587177172869,Petrol,Individual,Manual,8,10.463777033385377
82822,17.461696188634797,Diesel,Individual,Automatic,9,11.590794266364014
76822,18.433246431964072,Petrol,Individual,Automatic,12,6.578013772551347
71841,15.26773191395496,Petrol,Dealer,Automatic,7,9.832279935230613
72809,20.49312285480641,Petrol,Dealer,Manual,6,14.716893022896492
47822,21.86669758119703,CNG,Individual,Automatic,6,14.614379362409196
81821,18.51798924317786,CNG,Dealer,Manual,8,8.84131586867702
45722,17.500259592326888,Petrol,Dealer,Manual,6,11.906748941368852
44021,12.677843194212226,Petrol,Dealer,Manual,11,8.187579522358114
40893,16.196045046400112,CNG,Individual,Automatic,4,13.108980721163162
72249,16.278658838669994,CNG,Dealer,Automatic,7,12.244527993226962
40958,14.534468067800054,Petrol,Dealer,Manual,5,6.536597818321642
53821,18.499630589022857,CNG,Dealer,Automatic,8,11.953511426353568
116248,14.760897385147574,Petrol,Dealer,Manual,13,7.840654611872548
81821,17.990242295904963,Diesel,Dealer,Manual,7,14.306574635009811
80498,19.80804995397455,CNG,Dealer,Automatic,7,12.096264581858422
81819,19.48581135779468,Diesel,Dealer,Manual,7,11.626582102813211
80263,16.27690027747024,Petrol,Dealer,Manual,13,8.042234084861619
41223,12.985084048913766,CNG,Dealer,Automatic,6,9.835472003954624
84101,11.835810742894338,Petrol,Individual,Manual,9,7.548266988615437
95699,11.406532710059755,Petrol,Dealer,Automatic,10,7.740882931723233
90260,15.496077202874456,Diesel,Dealer,Automatic,11,7.998956877514782
93022,15.398734167044804,Petrol,Dealer,Manual,10,6.641365443860058
77822,17.01226713542271,Petrol,Dealer,Automatic,9,9.523832520677365
83823,21.136460984809776,Diesel,Dealer,Manual,10,12.48803983786967
83823,16.540321491708962,CNG,Individual,Automatic,9,10.484945229773231
87588,15.933497090234804,Petrol,Individual,Automatic,7,9.479170502212195
63345,17.222370844244498,Diesel,Individual,Automatic,5,10.687505085361746
96821,15.410594259681346,Diesel,Individual,Automatic,16,8.367611604959489
84602,15.084873071284072,Diesel,Dealer,Manual,8,11.550410787739448
53823,22.327560930796523,Diesel,Dealer,Manual,9,12.51481503297546
103353,12.046902823061458,Petrol,Dealer,Automatic,10,8.00555544503849
64693,16.091071007010246,Petrol,Dealer,Manual,7,11.89175357569298
75821,18.25154206806138,Diesel,Dealer,Automatic,4,12.571583087737256
78822,38.87357990416249,CNG,Dealer,Automatic,7,27.877481559374765
173823,38.63561889081669,Petrol,Individual,Automatic,10,19.98805276025957
88821,26.497627926815444,Petrol,Dealer,Manual,12,11.676752528229208
79821,45.215324988128025,Petrol,Individual,Automatic,9,25.49516253389657
116821,44.01923227660501,CNG,Dealer,Manual,6,25.004885938863257
85823,45.31343171389506,Diesel,Dealer,Automatic,6,28.82193966815896
126821,22.24364635399455,Petrol,Dealer,Manual,12,8.75969788674309
109821,15.17766349196106,Diesel,Individual,Manual,9,10.03998439518525
121821,18.69949820920637,CNG,Dealer,Manual,7,10.462635686559093
110820,24.42447584502584,Petrol,Individual,Automatic,9,10.49206904742641
173976,21.44185076037043,Petrol,Dealer,Manual,18,6.083317464337251
127822,38.29881577105361,Diesel,Dealer,Manual,11,18.6255405418911
78823,16.38229541217704,Diesel,Dealer,Automatic,10,9.506973983963867
53823,32.81772864244111,CNG,Dealer,Automatic,6,27.784310432422146
116823,102.28756286284892,Diesel,Dealer,Manual,13,39.54772542224748
85822,15.262148305780189,Petrol,Dealer,Manual,12,8.283741331541364
78822,38.92102294042705,Petrol,Individual,Automatic,7,28.17341595666369
127822,30.95553177597952,Petrol,Dealer,Automatic,15,8.550833880134373
67822,34.005169611792866,Diesel,Individual,Automatic,8,25.72481007636321
47523,26.549196757010968,Diesel,Dealer,Automatic,5,21.181320665654663
83819,25.95050645363668,Diesel,Individual,Manual,8,13.380360185526309
88847,29.05698733771534,Petrol,Dealer,Automatic,13,13.964384955109669
40021,9.765818681348495,Diesel,Individual,Manual,6,6.005714408516426
42923,10.366315819152335,CNG,Individual,Automatic,4,5.618589582851595
53823,10.334492348465204,Diesel,Dealer,Automatic,11,6.078202195651959
44821,10.641839703982852,Petrol,Dealer,Manual,7,5.508319752314155
47523,11.899033790000374,CNG,Dealer,Automatic,7,7.48269623329524
55823,10.730709001135294,CNG,Dealer,Automatic,8,5.333590949832347
56321,11.403331980151671,Diesel,Dealer,Automatic,8,4.866248588945597
71820,8.984405070079173,Petrol,Individual,Manual,9,7.939372401646649
44222,10.27551607127126,Petrol,Individual,Manual,8,7.030599964979659
44521,10.637905538120826,Petrol,Dealer,Manual,8,5.391240114058959
44821,10.235122693869766,Diesel,Dealer,Manual,5,5.413705276571712
40121,8.817294567478527,Petrol,Dealer,Manual,4,5.916568996367119
45820,8.46411732815534,Petrol,Individual,Automatic,5,4.64242516944417
41822,9.697429769786575,Petrol,Dealer,Automatic,6,5.539328248822963
56821,9.323836370488472,Petrol,Individual,Manual,9,7.511205446197373
42322,10.641470625093188,Diesel,Individual,Manual,5,6.199097157945857
43819,7.0047399657851965,Petrol,Individual,Automatic,6,6.120185018444081
62322,9.22548133782968,Diesel,Dealer,Automatic,6,5.422294466890111
53820,9.039802458507577,Diesel,Dealer,Automatic,7,5.306830622258522
67821,8.498395740178035,Petrol,Individual,Manual,7,4.650112726142505
63820,10.496041189233638,Diesel,Individual,Manual,7,7.140468626205685
62821,9.833904964628635,Petrol,Individual,Automatic,6,6.81404173004081
83824,9.997575907737817,Diesel,Dealer,Automatic,10,6.378306392955616
43123,9.069609733455676,CNG,Dealer,Automatic,6,5.102298043427307
42822,8.720155225197676,Diesel,Individual,Automatic,7,5.981917427730885
61822,10.932821501837038,Diesel,Individual,Automatic,8,6.268166447287316
53324,11.314545269546471,Diesel,Dealer,Manual,10,6.165300030571692
65822,11.269412783515271,Diesel,Dealer,Automatic,11,1.9025824962753768
52821,9.233728761381013,Petrol,Dealer,Automatic,5,6.161522784508892
52821,9.815289300521464,Diesel,Individual,Manual,7,6.147446009436986
45522,10.00341715072785,Petrol,Individual,Manual,7,6.842965633151671
40123,7.512629237416878,Petrol,Dealer,Automatic,5,4.419188276629555
251822,8.18965233883995,Diesel,Individual,Manual,15,4.871454866473695
98823,10.48020302572057,Petrol,Dealer,Automatic,11,5.005384936536948
40722,10.251631665582725,Petrol,Dealer,Automatic,15,6.865827369618096
60822,9.870100594902084,Petrol,Dealer,Manual,12,4.952574185211298
70822,6.511975694805701,Diesel,Dealer,Automatic,7,6.604235641562355
56821,7.805589337852172,Diesel,Individual,Automatic,9,5.55813472892354
63821,9.566866018556055,Diesel,Individual,Manual,13,5.621784136117177
87823,9.792529760822855,CNG,Individual,Automatic,16,5.059849537665212
73821,8.165638061512185,Petrol,Individual,Automatic,8,5.086259791529415
71821,9.462117303368844,Petrol,Individual,Automatic,11,4.5852195942888905
51300,14.764251402350292,Diesel,Individual,Manual,5,12.18572818800627
61492,21.417675462929644,Petrol,Dealer,Automatic,6,14.687054256531514
74922,16.97134915106199,Petrol,Dealer,Automatic,9,8.765518767681234
53822,13.265190963132763,Diesel,Dealer,Automatic,7,8.100519879362505
83899,18.118801474285146,CNG,Individual,Manual,9,11.424012259991486
74822,18.572026362218256,CNG,Dealer,Manual,12,11.21409386296293
77309,12.778199269239725,CNG,Dealer,Automatic,5,8.816511795276504
70821,15.658491893594809,Petrol,Dealer,Manual,11,10.094189539123985
116454,16.868707092058198,CNG,Dealer,Automatic,8,9.523371130252604
75019,15.716448161648676,CNG,Dealer,Automatic,10,10.487815305229956
63501,14.742638819363131,Petrol,Individual,Automatic,8,10.241035709404647
90953,16.250014112135712,CNG,Dealer,Automatic,9,7.974090238751028
83818,17.91856656909757,Diesel,Dealer,Automatic,9,11.263337483653183
53822,18.52483809727611,Petrol,Dealer,Manual,6,14.26845470824855
51723,23.214680923381323,Diesel,Dealer,Automatic,8,18.58864404178379
91823,11.943554993649125,Diesel,Dealer,Manual,10,7.681174819112252
43313,16.200024268536676,Diesel,Individual,Manual,6,11.07315918369416
50671,12.14090095605213,Petrol,Dealer,Automatic,7,7.555911320976874
106822,22.733740860957724,CNG,Dealer,Automatic,7,18.26849305224269
99064,17.438215808355686,Petrol,Dealer,Automatic,10,10.281317199559814
62531,12.632586065309004,Diesel,Dealer,Automatic,10,7.640313275662785
71144,18.065645191643064,CNG,Individual,Automatic,10,9.7682603817085
74687,15.487547990275782,CNG,Dealer,Automatic,6,10.512850192706733
45821,14.97270269337995,Petrol,Dealer,Automatic,7,10.781091100945304
55821,16.16817402952065,Diesel,Dealer,Manual,7,9.897603099371832
74756,22.415157361003267,Diesel,Individual,Automatic,6,16.349634499916593
95524,18.55244108268088,Diesel,Dealer,Automatic,8,10.190735606224465
70248,15.52197640224529,Petrol,Dealer,Automatic,7,10.30115438897627
86822,20.15911352056741,Petrol,Dealer,Manual,9,12.220764720893929
92499,15.96734795590335,CNG,Individual,Manual,10,8.827772036817606
88384,23.45371816024176,Petrol,Individual,Manual,7,16.32554548423562
63822,23.117675877137025,Petrol,Dealer,Manual,9,12.56318240397927
74875,15.620560693284297,Diesel,Dealer,Manual,9,10.40584486367957
68045,23.016133630801377,Diesel,Dealer,Manual,6,13.166703415083129
44421,14.791110805337867,Petrol,Dealer,Manual,6,10.118992754041129
54824,17.096003761884983,Diesel,Dealer,Manual,8,12.239914439932816
60023,15.642788468133489,Petrol,Dealer,Automatic,5,12.702187924337252
73822,15.51845188738563,Petrol,Individual,Manual,7,10.09611709721255
58256,18.331369521280223,CNG,Dealer,Manual,4,13.77005191048599
57652,18.90820446695416,Diesel,Dealer,Manual,8,12.551758152959083
108162,19.157281061948893,Petrol,Individual,Manual,12,9.394973634275436
108384,19.2598602217856,Diesel,Dealer,Manual,13,7.393021436324071
66422,17.760261849166255,Diesel,Dealer,Automatic,7,13.51985472903678
100025,16.229633116197512,Diesel,Dealer,Manual,12,7.452903599139617
55321,14.405695092951266,Petrol,Dealer,Manual,9,10.120286916774033
63623,24.068676261741725,Petrol,Dealer,Manual,7,13.15248462609215
60603,21.555713144508136,Petrol,Individual,Automatic,9,15.052205976961645
78947,21.929273873059888,Petrol,Individual,Manual,9,11.66432882045489
53288,13.626856424125087,CNG,Dealer,Manual,6,9.508102575227577
48623,14.429104472425353,Petrol,Dealer,Manual,10,7.727850626871481
53879,17.205998802358803,Diesel,Dealer,Automatic,6,10.322044318009729
82822,16.593442887321462,Diesel,Dealer,Automatic,10,9.9588441867022
50821,16.700802932152158,Petrol,Dealer,Manual,5,12.001571245988188
98822,16.320019613764465,Diesel,Dealer,Manual,8,6.401755892278927
65822,14.10958763513956,Petrol,Dealer,Manual,8,7.418755849548036
81821,18.87575846967635,CNG,Dealer,Automatic,10,9.861186635461085
81271,14.916823790375975,Diesel,Dealer,Manual,10,9.761689579965704
40892,18.644223090150284,CNG,Dealer,Manual,6,14.968122497014852
57618,17.082202759318236,Petrol,Dealer,Manual,8,12.398735629754242
72250,18.0342784802106,Diesel,Individual,Manual,7,12.278715254858152
59094,16.526288777580877,Diesel,Dealer,Manual,7,13.686567856177184
81189,18.33285903840789,Petrol,Dealer,Manual,8,12.169948514414504
89823,18.55595759527239,Diesel,Individual,Automatic,9,13.458809570332402
53823,19.72513251608377,Petrol,Dealer,Manual,5,12.804303361878649
64824,15.243603095261284,Petrol,Dealer,Manual,8,11.55912247593527
80497,18.83347944221296,Diesel,Dealer,Manual,6,12.850873695114888
74323,14.442333260153164,CNG,Dealer,Manual,7,9.13049795051605
80265,16.23434337006754,Petrol,Dealer,Manual,13,7.033013880067189
63821,10.233948252594228,CNG,Dealer,Automatic,7,9.621954362377874
58821,12.614939656553844,Diesel,Dealer,Manual,11,7.613277248741207
83821,19.537438283179384,Diesel,Dealer,Automatic,6,12.557406999447068
90261,12.792422708650554,Diesel,Dealer,Manual,10,8.787322625518375
93021,13.40512836205049,CNG,Individual,Automatic,11,8.160989695739177
77822,17.682097972338024,Diesel,Dealer,Automatic,8,11.75448896190348
83824,18.27753413575884,Diesel,Dealer,Automatic,8,11.32409306103585
83822,17.51717860693601,CNG,Individual,Manual,9,10.198264758366356
87590,16.664491263705127,Diesel,Dealer,Manual,8,8.425134849123479
63344,16.664840482302505,Petrol,Dealer,Manual,6,11.301277533886957
85528,13.14516644477885,Petrol,Individual,Manual,8,7.485851291800631
96821,14.67943195540896,Petrol,Individual,Automatic,13,6.75979612062883
103822,13.46477057825656,Petrol,Dealer,Automatic,16,7.223476311373279
143530,38.99612174306158,Diesel,Dealer,Manual,11,19.91067534392005
53823,28.017727008723185,CNG,Individual,Automatic,4,22.881079083758184
173823,40.05824832911775,Petrol,Dealer,Manual,8,21.58700625987253
79356,14.967795758745634,Petrol,Dealer,Manual,9,9.942030956728058
88820,28.18589826549468,Diesel,Dealer,Automatic,13,8.489386493506252
78306,15.096409272539614,Petrol,Dealer,Automatic,7,9.889827832103974
79410,14.957039142970585,Petrol,Dealer,Manual,9,8.905449308994978
116823,43.69127852355528,CNG,Dealer,Automatic,9,24.541372712438303
85822,45.31013559261637,CNG,Individual,Automatic,6,28.114779007303188
44823,45.147213712062,Diesel,Dealer,Automatic,7,37.98721283540994
83823,14.898857140122937,Diesel,Dealer,Manual,8,9.20679270181322
49822,32.98780546000657,CNG,Dealer,Automatic,7,26.76677375173264
50822,28.15315841407309,Petrol,Individual,Manual,5,20.6085955276218
94824,25.894474344739592,Petrol,Dealer,Manual,9,13.499415671900616
74823,16.154300925442524,Diesel,Individual,Manual,8,9.694490807283843
173976,20.335331813016715,Petrol,Dealer,Automatic,19,5.719209726143425
118823,30.735176547634847,Diesel,Individual,Automatic,13,10.140583814873988
127822,39.70569349981743,Diesel,Dealer,Manual,10,19.19125145662087
61822,25.12672148739231,Petrol,Dealer,Manual,6,20.715554847786784
78821,16.274889699107582,Petrol,Dealer,Manual,5,9.24835528494738
53823,35.44747235911109,Diesel,Dealer,Automatic,7,27.558590966486424
76822,22.028294323355325,Diesel,Dealer,Manual,8,19.2637871530932
235999,22.86813295345088,Diesel,Dealer,Automatic,16,8.105623931901519
180822,33.905762622643834,Diesel,Individual,Automatic,16,8.080166482032144
85823,15.312541631297009,Diesel,Individual,Automatic,9,8.53731455810938
78822,16.54995319951786,Diesel,Dealer,Manual,7,8.562921683376649
97064,25.30033518683545,Diesel,Dealer,Automatic,10,16.139004132526566
78821,38.94737902799438,Diesel,Dealer,Automatic,7,27.890267560642897
127822,32.27119002100622,Petrol,Dealer,Automatic,15,6.922765914740653
110822,26.18213580132575,Petrol,Dealer,Manual,12,11.471207841357511
67821,34.116713462531386,Petrol,Dealer,Automatic,6,25.17668193851067
83822,26.363894334396395,Diesel,Dealer,Automatic,9,10.311584974345957
88845,29.469922263644072,CNG,Individual,Manual,12,16.20871438797034
41822,12.053530997671215,Diesel,Dealer,Manual,6,6.946361009873963
40223,11.239075295997363,Petrol,Dealer,Manual,5,7.221037331292824
42920,8.418813100476,Petrol,Individual,Automatic,5,6.947906099916583
55322,12.557262623873148,Petrol,Individual,Automatic,9,5.392001470348264
